website	simple_url	complex_url	simple_level	complex_level	simple_location_html	complex_location_html	simple_location_txt	complex_location_txt	alignment_location	simple_author	complex_author	simple_title	complex_title	license	last_access	simple_location_txt_par	complex_location_txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/offene-ganz-tags-schulen	https://www.stadt-koeln.de/service/produkt/offene-ganztagsschulen	A1	C2	data/stadt_koeln/html/simple_56.html	data/stadt_koeln/html/complex_56.html	data/stadt_koeln/txt/simple_56.txt	data/stadt_koeln/txt/complex_56.txt				Offene Ganz-Tags-Schulen - Stadt Köln	Offene Ganztagsschulen - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_56.txt_par	data/stadt_koeln/txt_par/complex_56.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/schul-abschluss-nachholen	https://www.stadt-koeln.de/service/produkt/schulabschluss-nachholen	A1	C2	data/stadt_koeln/html/simple_57.html	data/stadt_koeln/html/complex_57.html	data/stadt_koeln/txt/simple_57.txt	data/stadt_koeln/txt/complex_57.txt				Schul-Abschluss nachholen - Stadt Köln	Schulabschluss nachholen - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_57.txt_par	data/stadt_koeln/txt_par/complex_57.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/beratungs-telefon-fuer-menschen-mit-behinderung-senioren-und-seniorinnen	https://www.stadt-koeln.de/service/produkt/beratungstelefon-fuer-senioren-und-menschen-mit-behinderung-1	A1	C2	data/stadt_koeln/html/simple_58.html	data/stadt_koeln/html/complex_58.html	data/stadt_koeln/txt/simple_58.txt	data/stadt_koeln/txt/complex_58.txt				Beratungs-Telefon für Menschen mit Behinderung, Senioren und Seniorinnen - Stadt Köln	Beratungstelefon für Senioren und Menschen mit Behinderung - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_58.txt_par	data/stadt_koeln/txt_par/complex_58.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/betreuungs-verfuegung	https://www.stadt-koeln.de/service/produkt/betreuungsverfuegung-wir-beraten-sie-1	A1	C2	data/stadt_koeln/html/simple_59.html	data/stadt_koeln/html/complex_59.html	data/stadt_koeln/txt/simple_59.txt	data/stadt_koeln/txt/complex_59.txt				Betreuungs-Verfügung - Stadt Köln	Betreuungsverfügung - Wir beraten Sie - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_59.txt_par	data/stadt_koeln/txt_par/complex_59.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/gesetzliche-betreuung	https://www.stadt-koeln.de/leben-in-koeln/soziales/gesetzliche-betreuung	A1	C2	data/stadt_koeln/html/simple_60.html	data/stadt_koeln/html/complex_60.html	data/stadt_koeln/txt/simple_60.txt	data/stadt_koeln/txt/complex_60.txt				Gesetzliche Betreuung - Stadt Köln	Gesetzliche Betreuung - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_60.txt_par	data/stadt_koeln/txt_par/complex_60.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/senioren-beratung	https://www.stadt-koeln.de/service/produkt/seniorenberatung	A1	C2	data/stadt_koeln/html/simple_61.html	data/stadt_koeln/html/complex_61.html	data/stadt_koeln/txt/simple_61.txt	data/stadt_koeln/txt/complex_61.txt				Senioren-Beratung - Stadt Köln	Seniorenberatung - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_61.txt_par	data/stadt_koeln/txt_par/complex_61.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/tages-pflege-hilfe-bei-den-kosten	https://www.stadt-koeln.de/service/produkt/tagespflege-antrag-auf-uebernahme-der-kosten	A1	C2	data/stadt_koeln/html/simple_62.html	data/stadt_koeln/html/complex_62.html	data/stadt_koeln/txt/simple_62.txt	data/stadt_koeln/txt/complex_62.txt				Tages-Pflege - Hilfe bei den Kosten - Stadt Köln	Tagespflege - Antrag auf Übernahme der Kosten - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_62.txt_par	data/stadt_koeln/txt_par/complex_62.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/behinderung/vorsorge-vollmacht	https://www.stadt-koeln.de/service/produkt/vorsorgevollmacht-wir-beraten-sie-1	A1	C2	data/stadt_koeln/html/simple_63.html	data/stadt_koeln/html/complex_63.html	data/stadt_koeln/txt/simple_63.txt	data/stadt_koeln/txt/complex_63.txt				Vorsorge-Vollmacht - Stadt Köln	Vorsorgevollmacht - Wir beraten Sie - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_63.txt_par	data/stadt_koeln/txt_par/complex_63.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/eltern-geld	https://www.stadt-koeln.de/service/produkt/elterngeld	A1	C2	data/stadt_koeln/html/simple_64.html	data/stadt_koeln/html/complex_64.html	data/stadt_koeln/txt/simple_64.txt	data/stadt_koeln/txt/complex_64.txt				Eltern-Geld - Stadt Köln	Elterngeld - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_64.txt_par	data/stadt_koeln/txt_par/complex_64.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/soziale-leistungen-fuer-auslaender	https://www.stadt-koeln.de/service/produkt/soziale-leistungen-fuer-auslaender	A1	C2	data/stadt_koeln/html/simple_65.html	data/stadt_koeln/html/complex_65.html	data/stadt_koeln/txt/simple_65.txt	data/stadt_koeln/txt/complex_65.txt				Soziale Leistungen für Ausländer - Stadt Köln	Soziale Leistungen für Ausländer - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_65.txt_par	data/stadt_koeln/txt_par/complex_65.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/beratung-fuer-menschen-aus-dem-ausland-zum-anmelden-einer-ehe	https://www.stadt-koeln.de/service/produkt/beratung-vor-anmeldung-einer-eheschliessung-bei-auslaendischer-staatsangehoerigkeit	A1	C2	data/stadt_koeln/html/simple_66.html	data/stadt_koeln/html/complex_66.html	data/stadt_koeln/txt/simple_66.txt	data/stadt_koeln/txt/complex_66.txt				Beratung für Menschen aus dem Ausland zum Anmelden einer Ehe - Stadt Köln	Beratung vor Anmeldung einer Eheschließung bei ausländischer Staatsangehörigkeit - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_66.txt_par	data/stadt_koeln/txt_par/complex_66.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/deutsch-werden-bei-geburt-deutschland	https://www.stadt-koeln.de/service/produkt/erwerb-der-deutschen-staatsangehoerigkeit-durch-geburt-deuts	A1	C2	data/stadt_koeln/html/simple_67.html	data/stadt_koeln/html/complex_67.html	data/stadt_koeln/txt/simple_67.txt	data/stadt_koeln/txt/complex_67.txt				Deutsch werden bei Geburt in Deutschland - Stadt Köln	Erwerb der deutschen Staatsangehörigkeit durch Geburt in Deutschland - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_67.txt_par	data/stadt_koeln/txt_par/complex_67.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/doppel-namen	https://www.stadt-koeln.de/service/produkt/doppelnamen	A1	C2	data/stadt_koeln/html/simple_68.html	data/stadt_koeln/html/complex_68.html	data/stadt_koeln/txt/simple_68.txt	data/stadt_koeln/txt/complex_68.txt				Doppel-Namen - Stadt Köln	Doppelnamen - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_68.txt_par	data/stadt_koeln/txt_par/complex_68.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/ehe-anmelden	https://www.stadt-koeln.de/service/produkt/anmeldung-zur-eheschliessung	A1	C2	data/stadt_koeln/html/simple_69.html	data/stadt_koeln/html/complex_69.html	data/stadt_koeln/txt/simple_69.txt	data/stadt_koeln/txt/complex_69.txt				Ehe anmelden - Stadt Köln	Anmeldung zur Eheschließung - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_69.txt_par	data/stadt_koeln/txt_par/complex_69.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/ehe-faehigkeits-zeugnis-fuer-eine-heirat-im-ausland	https://www.stadt-koeln.de/service/produkt/ehefaehigkeitszeugnis-zur-eheschliessung-im-ausland-1	A1	C2	data/stadt_koeln/html/simple_70.html	data/stadt_koeln/html/complex_70.html	data/stadt_koeln/txt/simple_70.txt	data/stadt_koeln/txt/complex_70.txt				Ehe-Fähigkeits-Zeugnis für eine Heirat im Ausland - Stadt Köln	Ehefähigkeitszeugnis zur Eheschließung im Ausland - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_70.txt_par	data/stadt_koeln/txt_par/complex_70.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/ehe-namen-bestimmen	https://www.stadt-koeln.de/service/produkt/bestimmung-eines-ehenamens	A1	C2	data/stadt_koeln/html/simple_71.html	data/stadt_koeln/html/complex_71.html	data/stadt_koeln/txt/simple_71.txt	data/stadt_koeln/txt/complex_71.txt				Ehe-Namen bestimmen - Stadt Köln	Bestimmung eines Ehenamens - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_71.txt_par	data/stadt_koeln/txt_par/complex_71.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/ehe-urkunde-bestellen	https://www.stadt-koeln.de/service/produkt/bestellung-einer-eheurkunde	A1	C2	data/stadt_koeln/html/simple_72.html	data/stadt_koeln/html/complex_72.html	data/stadt_koeln/txt/simple_72.txt	data/stadt_koeln/txt/complex_72.txt				Ehe-Urkunde bestellen - Stadt Köln	Bestellung einer Eheurkunde - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_72.txt_par	data/stadt_koeln/txt_par/complex_72.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/geburt-von-einem-im-ausland-geborenen-kind-eintragen-lassen	https://www.stadt-koeln.de/service/produkt/eintragung-der-geburt-eines-im-ausland-geborenen-kindes-1	A1	C2	data/stadt_koeln/html/simple_73.html	data/stadt_koeln/html/complex_73.html	data/stadt_koeln/txt/simple_73.txt	data/stadt_koeln/txt/complex_73.txt				Geburt von einem im Ausland geborenen Kind eintragen lassen - Stadt Köln	Eintragung der Geburt eines im Ausland geborenen Kindes - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_73.txt_par	data/stadt_koeln/txt_par/complex_73.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/geburts-namen-oder-frueheren-namen-wieder-bekommen	https://www.stadt-koeln.de/service/produkt/wiederannahme-des-geburtsnamens	A1	C2	data/stadt_koeln/html/simple_74.html	data/stadt_koeln/html/complex_74.html	data/stadt_koeln/txt/simple_74.txt	data/stadt_koeln/txt/complex_74.txt				Geburts-Namen oder früheren Namen wieder bekommen - Stadt Köln	Wiederannahme des Geburtsnamens oder früheren Familiennamens - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_74.txt_par	data/stadt_koeln/txt_par/complex_74.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/geburts-urkunde-beantragen	https://www.stadt-koeln.de/service/produkt/beurkundung-von-geburten-1	A1	C2	data/stadt_koeln/html/simple_75.html	data/stadt_koeln/html/complex_75.html	data/stadt_koeln/txt/simple_75.txt	data/stadt_koeln/txt/complex_75.txt				Geburts-Urkunde beantragen - Stadt Köln	Beurkundung von Geburten - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_75.txt_par	data/stadt_koeln/txt_par/complex_75.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/kopie-aus-dem-ehe-register-bekommen	https://www.stadt-koeln.de/service/produkt/ablichtung-aus-dem-eheregister-frueher-familienbuch-1	A1	C2	data/stadt_koeln/html/simple_76.html		data/stadt_koeln/txt/simple_76.txt					Kopie aus dem Ehe-Register bekommen - Stadt Köln		written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_76.txt_par	
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/lebens-partnerschaft-eine-ehe-umwandeln	https://www.stadt-koeln.de/service/produkt/anmeldung-einer-lebenspartnerschaft	A1	C2	data/stadt_koeln/html/simple_77.html	data/stadt_koeln/html/complex_77.html	data/stadt_koeln/txt/simple_77.txt	data/stadt_koeln/txt/complex_77.txt				Lebens-Partnerschaft in eine Ehe umwandeln - Stadt Köln	Umwandlung einer bestehenden Lebenspartnerschaft in eine Ehe - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_77.txt_par	data/stadt_koeln/txt_par/complex_77.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/lebens-partnerschafts-urkunde-bestellen	https://www.stadt-koeln.de/service/produkt/bestellung-einer-lebenspartnerschaftsurkunde	A1	C2	data/stadt_koeln/html/simple_78.html	data/stadt_koeln/html/complex_78.html	data/stadt_koeln/txt/simple_78.txt	data/stadt_koeln/txt/complex_78.txt				Lebens-Partnerschafts-Urkunde bestellen - Stadt Köln	Bestellung einer Lebenspartnerschaftsurkunde - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_78.txt_par	data/stadt_koeln/txt_par/complex_78.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/papiere-im-amt-beglaubigen-lassen	https://www.stadt-koeln.de/service/produkt/beglaubigungen-1	A1	C2	data/stadt_koeln/html/simple_79.html	data/stadt_koeln/html/complex_79.html	data/stadt_koeln/txt/simple_79.txt	data/stadt_koeln/txt/complex_79.txt				Papiere im Amt beglaubigen lassen - Stadt Köln	Beglaubigungen - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_79.txt_par	data/stadt_koeln/txt_par/complex_79.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/sterbe-urkunde-beantragen	https://www.stadt-koeln.de/service/produkt/beurkundung-von-sterbefaellen	A1	C2	data/stadt_koeln/html/simple_80.html	data/stadt_koeln/html/complex_80.html	data/stadt_koeln/txt/simple_80.txt	data/stadt_koeln/txt/complex_80.txt				Sterbe-Urkunde beantragen - Stadt Köln	Beurkundung von Sterbefällen - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_80.txt_par	data/stadt_koeln/txt_par/complex_80.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/trau-termin-im-internet-vormerken	https://www.stadt-koeln.de/leben-in-koeln/familie-kinder/ehe-lebenspartnerschaft/trautermin-online	A1	C2	data/stadt_koeln/html/simple_81.html	data/stadt_koeln/html/complex_81.html	data/stadt_koeln/txt/simple_81.txt	data/stadt_koeln/txt/complex_81.txt				Trau-Termin im Internet vormerken - Stadt Köln	Trautermin Online - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_81.txt_par	data/stadt_koeln/txt_par/complex_81.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/urkunden-service-vom-standes-amt	https://www.stadt-koeln.de/service/produkt/urkundenservice-des-standesamtes	A1	C2	data/stadt_koeln/html/simple_82.html	data/stadt_koeln/html/complex_82.html	data/stadt_koeln/txt/simple_82.txt	data/stadt_koeln/txt/complex_82.txt				Urkunden-Service vom Standes-Amt - Stadt Köln	Urkundenservice des Standesamtes - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_82.txt_par	data/stadt_koeln/txt_par/complex_82.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/vornamen-oder-nachnamen-aendern	https://www.stadt-koeln.de/service/produkt/aenderung-des-vor-oder-familiennamens	A1	C2	data/stadt_koeln/html/simple_83.html	data/stadt_koeln/html/complex_83.html	data/stadt_koeln/txt/simple_83.txt	data/stadt_koeln/txt/complex_83.txt				Vornamen oder Nachnamen ändern - Stadt Köln	Änderung des Vor- oder Familiennamens - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_83.txt_par	data/stadt_koeln/txt_par/complex_83.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/weitere-geburts-urkunde-bestellen	https://www.stadt-koeln.de/service/produkt/bestellung-von-geburtsurkunden	A1	C2	data/stadt_koeln/html/simple_84.html	data/stadt_koeln/html/complex_84.html	data/stadt_koeln/txt/simple_84.txt	data/stadt_koeln/txt/complex_84.txt				Weitere Geburts-Urkunde bestellen - Stadt Köln	Bestellung von Geburtsurkunden - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_84.txt_par	data/stadt_koeln/txt_par/complex_84.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/weitere-sterbe-urkunde-bestellen	https://www.stadt-koeln.de/service/produkt/bestellung-von-sterbeurkunden-1	A1	C2	data/stadt_koeln/html/simple_85.html	data/stadt_koeln/html/complex_85.html	data/stadt_koeln/txt/simple_85.txt	data/stadt_koeln/txt/complex_85.txt				Weitere Sterbe-Urkunde bestellen - Stadt Köln	Bestellung von Sterbeurkunden - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_85.txt_par	data/stadt_koeln/txt_par/complex_85.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/fischer-pruefung	https://www.stadt-koeln.de/service/produkt/fischerpruefung-1	A1	C2	data/stadt_koeln/html/simple_86.html	data/stadt_koeln/html/complex_86.html	data/stadt_koeln/txt/simple_86.txt	data/stadt_koeln/txt/complex_86.txt				Fischer-Prüfung - Stadt Köln	Fischerprüfung - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_86.txt_par	data/stadt_koeln/txt_par/complex_86.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/nachweis-fuer-hunde	https://www.stadt-koeln.de/service/produkt/sachkundenachweis-fuer-hundehalterinnen-und-halter	A1	C2	data/stadt_koeln/html/simple_87.html	data/stadt_koeln/html/complex_87.html	data/stadt_koeln/txt/simple_87.txt	data/stadt_koeln/txt/complex_87.txt				Nachweis für Hunde - Stadt Köln	Sachkundenachweis für Hundehalterinnen und -halter - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_87.txt_par	data/stadt_koeln/txt_par/complex_87.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/trink-wasser	https://www.stadt-koeln.de/service/produkt/trinkwasser	A1	C2	data/stadt_koeln/html/simple_88.html	data/stadt_koeln/html/complex_88.html	data/stadt_koeln/txt/simple_88.txt	data/stadt_koeln/txt/complex_88.txt				Trink-Wasser - Stadt Köln	Trinkwasser - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_88.txt_par	data/stadt_koeln/txt_par/complex_88.txt_par
stadt_koeln	https://www.stadt-koeln.de/politik-und-verwaltung/wahlen/hilfs-person-zur-wahl		A1	C2	data/stadt_koeln/only_simple_html/simple_89.html		data/stadt_koeln/only_simple_txt/simple_89.txt					Hilfs-Person zur Wahl - Stadt Köln		written permit required	2022-08-23	data/stadt_koeln/only_simple_txt_par/simple_89.txt_par	
stadt_koeln	https://www.stadt-koeln.de/politik-und-verwaltung/wahlen/kommunal-wahl	https://www.stadt-koeln.de/politik-und-verwaltung/wahlen/kommunal	A1	C2	data/stadt_koeln/html/simple_90.html	data/stadt_koeln/html/complex_90.html	data/stadt_koeln/txt/simple_90.txt	data/stadt_koeln/txt/complex_90.txt				Kommunal-Wahl - Stadt Köln	Kommunalwahlen - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_90.txt_par	data/stadt_koeln/txt_par/complex_90.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/leit-linien-zur-buerger-beteiligung	https://www.stadt-koeln.de/politik-und-verwaltung/mitwirkung/systematische-oeffentlichkeitsbeteiligung/ueberblick	A1	C2	data/stadt_koeln/html/simple_91.html	data/stadt_koeln/html/complex_91.html	data/stadt_koeln/txt/simple_91.txt	data/stadt_koeln/txt/complex_91.txt				Leit-Linien zur Öffentlichkeits-Beteiligung - Stadt Köln	Der Leitlinienprozess Bürgerbeteiligung im Überblick - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_91.txt_par	data/stadt_koeln/txt_par/complex_91.txt_par
stadt_koeln	https://www.stadt-koeln.de/politik-und-verwaltung/wahlen/stimm-abgabe		A1	C2	data/stadt_koeln/only_simple_html/simple_92.html		data/stadt_koeln/only_simple_txt/simple_92.txt					Stimm-Abgabe - Stadt Köln		written permit required	2022-08-23	data/stadt_koeln/only_simple_txt_par/simple_92.txt_par	
stadt_koeln	https://www.stadt-koeln.de/politik-und-verwaltung/wahlen/stimm-bezirke		A1	C2	data/stadt_koeln/only_simple_html/simple_93.html		data/stadt_koeln/only_simple_txt/simple_93.txt					Stimm-Bezirke - Stadt Köln		written permit required	2022-08-23	data/stadt_koeln/only_simple_txt_par/simple_93.txt_par	
stadt_koeln	https://www.stadt-koeln.de/politik-und-verwaltung/wahlen/stimm-zettel-schablonen-fuer-blinde-sehbehinderte		A1	C2	data/stadt_koeln/only_simple_html/simple_94.html		data/stadt_koeln/only_simple_txt/simple_94.txt					Stimm-Zettel-Schablonen für Blinde und Sehbehinderte - Stadt Köln		written permit required	2022-08-23	data/stadt_koeln/only_simple_txt_par/simple_94.txt_par	
stadt_koeln	https://www.stadt-koeln.de/politik-und-verwaltung/wahlen/stimmen-auszaehlung		A1	C2	data/stadt_koeln/only_simple_html/simple_95.html		data/stadt_koeln/only_simple_txt/simple_95.txt					Stimmen-Auszählung - Stadt Köln		written permit required	2022-08-23	data/stadt_koeln/only_simple_txt_par/simple_95.txt_par	
stadt_koeln	https://www.stadt-koeln.de/politik-und-verwaltung/wahlen/unterstuetzung-von-bewerbungen-durch-unterschriften		A1	C2	data/stadt_koeln/only_simple_html/simple_96.html		data/stadt_koeln/only_simple_txt/simple_96.txt					Unterstützung von Bewerbungen durch Unterschriften - Stadt Köln		written permit required	2022-08-23	data/stadt_koeln/only_simple_txt_par/simple_96.txt_par	
stadt_koeln	https://www.stadt-koeln.de/politik-und-verwaltung/wahlen/wahl-amt		A1	C2	data/stadt_koeln/only_simple_html/simple_97.html		data/stadt_koeln/only_simple_txt/simple_97.txt					Wahl-Amt - Stadt Köln		written permit required	2022-08-23	data/stadt_koeln/only_simple_txt_par/simple_97.txt_par	
stadt_koeln	https://www.stadt-koeln.de/politik-und-verwaltung/wahlen/wahl-benachrichtigung		A1	C2	data/stadt_koeln/only_simple_html/simple_98.html		data/stadt_koeln/only_simple_txt/simple_98.txt					Wahl-Benachrichtigung - Stadt Köln		written permit required	2022-08-23	data/stadt_koeln/only_simple_txt_par/simple_98.txt_par	
stadt_koeln	https://www.stadt-koeln.de/politik-und-verwaltung/wahlen/woerter-buch-zum-thema-wahlen-leichter-sprache		A1	C2	data/stadt_koeln/only_simple_html/simple_99.html		data/stadt_koeln/only_simple_txt/simple_99.txt					Wörter-Buch zum Thema Wahlen in Leichter Sprache - Stadt Köln		written permit required	2022-08-23	data/stadt_koeln/only_simple_txt_par/simple_99.txt_par	
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/wohn-berechtigungs-schein-wbs	https://www.stadt-koeln.de/service/produkte/wohnberechtigungsschein	A1	C2	data/stadt_koeln/html/simple_100.html	data/stadt_koeln/html/complex_100.html	data/stadt_koeln/txt/simple_100.txt	data/stadt_koeln/txt/complex_100.txt				Wohn-Berechtigungs-Schein: WBS - Stadt Köln	Wohnberechtigungsschein (WBS) und Beratungsstelle für Wohnungssuchende - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_100.txt_par	data/stadt_koeln/txt_par/complex_100.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/wohn-geld	https://www.stadt-koeln.de/service/produkte/wohngeld	A1	C2	data/stadt_koeln/html/simple_101.html	data/stadt_koeln/html/complex_101.html	data/stadt_koeln/txt/simple_101.txt	data/stadt_koeln/txt/complex_101.txt				Wohn-Geld - Stadt Köln	Wohngeld - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_101.txt_par	data/stadt_koeln/txt_par/complex_101.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/wohnsitz-abmelden	https://www.stadt-koeln.de/leben-in-koeln/soziales/wohnsitz-abmelden	A1	C2	data/stadt_koeln/html/simple_102.html	data/stadt_koeln/html/complex_102.html	data/stadt_koeln/txt/simple_102.txt	data/stadt_koeln/txt/complex_102.txt				Wohnsitz abmelden - Stadt Köln	Wohnsitz abmelden - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_102.txt_par	data/stadt_koeln/txt_par/complex_102.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/wohnsitz-zu-einer-anderen-adresse-koeln-ummelden	https://www.stadt-koeln.de/service/produkte/ummeldung-ihres-wohnsitzes	A1	C2	data/stadt_koeln/html/simple_103.html	data/stadt_koeln/html/complex_103.html	data/stadt_koeln/txt/simple_103.txt	data/stadt_koeln/txt/complex_103.txt				Wohnsitz zu einer anderen Adresse in Köln ummelden - Stadt Köln	Ummeldung Ihres Wohnsitzes - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_103.txt_par	data/stadt_koeln/txt_par/complex_103.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/wohnsitz-zum-ersten-mal-koeln-anmelden	https://www.stadt-koeln.de/service/produkt/anmeldung-ihres-wohnsitzes	A1	C2	data/stadt_koeln/html/simple_104.html	data/stadt_koeln/html/complex_104.html	data/stadt_koeln/txt/simple_104.txt	data/stadt_koeln/txt/complex_104.txt				Wohnsitz zum ersten Mal in Köln anmelden - Stadt Köln	Anmeldung Ihres Wohnsitzes - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_104.txt_par	data/stadt_koeln/txt_par/complex_104.txt_par
stadt_koeln	https://www.stadt-koeln.de/leben-in-koeln/soziales/wohnungs-vermittlung	https://www.stadt-koeln.de/service/produkte/wohnungsberatung	A1	C2	data/stadt_koeln/html/simple_105.html	data/stadt_koeln/html/complex_105.html	data/stadt_koeln/txt/simple_105.txt	data/stadt_koeln/txt/complex_105.txt				Wohnungs-Vermittlung - Stadt Köln	Wohnungsberatung - Stadt Köln	written permit required	2022-08-23	data/stadt_koeln/txt_par/simple_105.txt_par	data/stadt_koeln/txt_par/complex_105.txt_par
website	simple_url	complex_url	simple_level	complex_level	simple_location_html	complex_location_html	simple_location_txt	complex_location_txt	alignment_location	simple_author	complex_author	simple_title	complex_title	license	last_access		
taz	https://taz.de//Leichte-Sprache/!5794548/		A1	C2	data/taz/only_simple_html/simple_0.html							Leichte Sprache: „taz leicht“ ist zu Ende - taz.de		copyright reserved, ask lizenzen@taz.de	2022-08-23		
taz	https://taz.de//Leichte-Sprache/!5634433/	https://taz.de//Barrierefreie-Kommunikation-im-Netz/!5619787/	A1	C2	data/taz/html/simple_1.html	data/taz/html/complex_1.html						Leichte Sprache: Was ist geschlechter-gerechte Sprache? - taz.de	Barrierefreie Kommunikation im Netz: Linke will aufs Gendern verzichten - taz.de	copyright reserved, ask lizenzen@taz.de	2022-08-23		
